codigo_municipio,nome_municipio_ibge,uf,chave_nome_uf
2202307,Canto do Buriti,PI,Canto do Buriti (PI)
2202406,Capitão de Campos,PI,Capitão de Campos (PI)
2202455,Capitão Gervásio Oliveira,PI,Capitão Gervásio Oliveira (PI)
2202505,Caracol,PI,Caracol (PI)
2202539,Caraúbas do Piauí,PI,Caraúbas do Piauí (PI)
2202554,Caridade do Piauí,PI,Caridade do Piauí (PI)
2202604,Castelo do Piauí,PI,Castelo do Piauí (PI)
2202653,Caxingó,PI,Caxingó (PI)
2202703,Cocal,PI,Cocal (PI)
2202711,Cocal de Telha,PI,Cocal de Telha (PI)
2202729,Cocal dos Alves,PI,Cocal dos Alves (PI)
2202737,Coivaras,PI,Coivaras (PI)
2202752,Colônia do Gurguéia,PI,Colônia do Gurguéia (PI)
2202778,Colônia do Piauí,PI,Colônia do Piauí (PI)
2202802,Conceição do Canindé,PI,Conceição do Canindé (PI)
2202851,Coronel José Dias,PI,Coronel José Dias (PI)
2202901,Corrente,PI,Corrente (PI)
2203008,Cristalândia do Piauí,PI,Cristalândia do Piauí (PI)
2203107,Cristino Castro,PI,Cristino Castro (PI)
2203206,Curimatá,PI,Curimatá (PI)
2203230,Currais,PI,Currais (PI)
2203255,Curralinhos,PI,Curralinhos (PI)
2203271,Curral Novo do Piauí,PI,Curral Novo do Piauí (PI)
2203305,Demerval Lobão,PI,Demerval Lobão (PI)
2203354,Dirceu Arcoverde,PI,Dirceu Arcoverde (PI)
2203404,Dom Expedito Lopes,PI,Dom Expedito Lopes (PI)
2203420,Domingos Mourão,PI,Domingos Mourão (PI)
2203453,Dom Inocêncio,PI,Dom Inocêncio (PI)
2203503,Elesbão Veloso,PI,Elesbão Veloso (PI)
2203602,Eliseu Martins,PI,Eliseu Martins (PI)
2203701,Esperantina,PI,Esperantina (PI)
2203750,Fartura do Piauí,PI,Fartura do Piauí (PI)
2203800,Flores do Piauí,PI,Flores do Piauí (PI)
2203859,Floresta do Piauí,PI,Floresta do Piauí (PI)
2203909,Floriano,PI,Floriano (PI)
2204006,Francinópolis,PI,Francinópolis (PI)
2204105,Francisco Ayres,PI,Francisco Ayres (PI)
2204154,Francisco Macedo,PI,Francisco Macedo (PI)
2204204,Francisco Santos,PI,Francisco Santos (PI)
2204303,Fronteiras,PI,Fronteiras (PI)
2204352,Geminiano,PI,Geminiano (PI)
2204402,Gilbués,PI,Gilbués (PI)
2204501,Guadalupe,PI,Guadalupe (PI)
2204550,Guaribas,PI,Guaribas (PI)
2204600,Hugo Napoleão,PI,Hugo Napoleão (PI)
2204659,Ilha Grande,PI,Ilha Grande (PI)
2204709,Inhuma,PI,Inhuma (PI)
2204808,Ipiranga do Piauí,PI,Ipiranga do Piauí (PI)
2204907,Isaías Coelho,PI,Isaías Coelho (PI)
2205003,Itainópolis,PI,Itainópolis (PI)
2205102,Itaueira,PI,Itaueira (PI)
2205151,Jacobina do Piauí,PI,Jacobina do Piauí (PI)
2205201,Jaicós,PI,Jaicós (PI)
2205250,Jardim do Mulato,PI,Jardim do Mulato (PI)
2205276,Jatobá do Piauí,PI,Jatobá do Piauí (PI)
2205300,Jerumenha,PI,Jerumenha (PI)
2205359,João Costa,PI,João Costa (PI)
2205409,Joaquim Pires,PI,Joaquim Pires (PI)
2205458,Joca Marques,PI,Joca Marques (PI)
2205508,José de Freitas,PI,José de Freitas (PI)
2205516,Juazeiro do Piauí,PI,Juazeiro do Piauí (PI)
2205524,Júlio Borges,PI,Júlio Borges (PI)
2205532,Jurema,PI,Jurema (PI)
2205540,Lagoinha do Piauí,PI,Lagoinha do Piauí (PI)
2205557,Lagoa Alegre,PI,Lagoa Alegre (PI)
2205565,Lagoa do Barro do Piauí,PI,Lagoa do Barro do Piauí (PI)
2205573,Lagoa de São Francisco,PI,Lagoa de São Francisco (PI)
2205581,Lagoa do Piauí,PI,Lagoa do Piauí (PI)
2205599,Lagoa do Sítio,PI,Lagoa do Sítio (PI)
2205607,Landri Sales,PI,Landri Sales (PI)
2205706,Luís Correia,PI,Luís Correia (PI)
2205805,Luzilândia,PI,Luzilândia (PI)
2205854,Madeiro,PI,Madeiro (PI)
2205904,Manoel Emídio,PI,Manoel Emídio (PI)
2205953,Marcolândia,PI,Marcolândia (PI)
2206001,Marcos Parente,PI,Marcos Parente (PI)
2206050,Massapê do Piauí,PI,Massapê do Piauí (PI)
2206100,Matias Olímpio,PI,Matias Olímpio (PI)
2206209,Miguel Alves,PI,Miguel Alves (PI)
2206308,Miguel Leão,PI,Miguel Leão (PI)
2206357,Milton Brandão,PI,Milton Brandão (PI)
2206407,Monsenhor Gil,PI,Monsenhor Gil (PI)
2206506,Monsenhor Hipólito,PI,Monsenhor Hipólito (PI)
2206605,Monte Alegre do Piauí,PI,Monte Alegre do Piauí (PI)
2206654,Morro Cabeça no Tempo,PI,Morro Cabeça no Tempo (PI)
2206670,Morro do Chapéu do Piauí,PI,Morro do Chapéu do Piauí (PI)
2206696,Murici dos Portelas,PI,Murici dos Portelas (PI)
2206704,Nazaré do Piauí,PI,Nazaré do Piauí (PI)
2206720,Nazária,PI,Nazária (PI)
2206753,Nossa Senhora de Nazaré,PI,Nossa Senhora de Nazaré (PI)
2206803,Nossa Senhora dos Remédios,PI,Nossa Senhora dos Remédios (PI)
2206902,Novo Oriente do Piauí,PI,Novo Oriente do Piauí (PI)
2206951,Novo Santo Antônio,PI,Novo Santo Antônio (PI)
2207009,Oeiras,PI,Oeiras (PI)
2207108,Olho D'Água do Piauí,PI,Olho D'Água do Piauí (PI)
2207207,Padre Marcos,PI,Padre Marcos (PI)
2207306,Paes Landim,PI,Paes Landim (PI)
2207355,Pajeú do Piauí,PI,Pajeú do Piauí (PI)
2207405,Palmeira do Piauí,PI,Palmeira do Piauí (PI)
2207504,Palmeirais,PI,Palmeirais (PI)
2207553,Paquetá,PI,Paquetá (PI)
2207603,Parnaguá,PI,Parnaguá (PI)
2207702,Parnaíba,PI,Parnaíba (PI)
2207751,Passagem Franca do Piauí,PI,Passagem Franca do Piauí (PI)
2207777,Patos do Piauí,PI,Patos do Piauí (PI)
2207793,Pau D'Arco do Piauí,PI,Pau D'Arco do Piauí (PI)
2207801,Paulistana,PI,Paulistana (PI)
2207850,Pavussu,PI,Pavussu (PI)
2207900,Pedro II,PI,Pedro II (PI)
2207934,Pedro Laurentino,PI,Pedro Laurentino (PI)
2207959,Nova Santa Rita,PI,Nova Santa Rita (PI)
2208007,Picos,PI,Picos (PI)
2208106,Pimenteiras,PI,Pimenteiras (PI)
2208205,Pio IX,PI,Pio IX (PI)
2208304,Piracuruca,PI,Piracuruca (PI)
2208403,Piripiri,PI,Piripiri (PI)
2208502,Porto,PI,Porto (PI)
2208551,Porto Alegre do Piauí,PI,Porto Alegre do Piauí (PI)
2208601,Prata do Piauí,PI,Prata do Piauí (PI)
2208650,Queimada Nova,PI,Queimada Nova (PI)
2208700,Redenção do Gurguéia,PI,Redenção do Gurguéia (PI)
2208809,Regeneração,PI,Regeneração (PI)
2208858,Riacho Frio,PI,Riacho Frio (PI)
2208874,Ribeira do Piauí,PI,Ribeira do Piauí (PI)
2208908,Ribeiro Gonçalves,PI,Ribeiro Gonçalves (PI)
2209005,Rio Grande do Piauí,PI,Rio Grande do Piauí (PI)
2209104,Santa Cruz do Piauí,PI,Santa Cruz do Piauí (PI)
2209153,Santa Cruz dos Milagres,PI,Santa Cruz dos Milagres (PI)
2209203,Santa Filomena,PI,Santa Filomena (PI)
2209302,Santa Luz,PI,Santa Luz (PI)
2209351,Santana do Piauí,PI,Santana do Piauí (PI)
2209377,Santa Rosa do Piauí,PI,Santa Rosa do Piauí (PI)
2209401,Santo Antônio de Lisboa,PI,Santo Antônio de Lisboa (PI)
2209450,Santo Antônio dos Milagres,PI,Santo Antônio dos Milagres (PI)
2209500,Santo Inácio do Piauí,PI,Santo Inácio do Piauí (PI)
2209559,São Braz do Piauí,PI,São Braz do Piauí (PI)
2209609,São Félix do Piauí,PI,São Félix do Piauí (PI)
2209658,São Francisco de Assis do Piauí,PI,São Francisco de Assis do Piauí (PI)
2209708,São Francisco do Piauí,PI,São Francisco do Piauí (PI)
2209757,São Gonçalo do Gurguéia,PI,São Gonçalo do Gurguéia (PI)
2209807,São Gonçalo do Piauí,PI,São Gonçalo do Piauí (PI)
2209856,São João da Canabrava,PI,São João da Canabrava (PI)
2209872,São João da Fronteira,PI,São João da Fronteira (PI)
2209906,São João da Serra,PI,São João da Serra (PI)
2209955,São João da Varjota,PI,São João da Varjota (PI)
2209971,São João do Arraial,PI,São João do Arraial (PI)
2210003,São João do Piauí,PI,São João do Piauí (PI)
2210052,São José do Divino,PI,São José do Divino (PI)
2210102,São José do Peixe,PI,São José do Peixe (PI)
2210201,São José do Piauí,PI,São José do Piauí (PI)
2210300,São Julião,PI,São Julião (PI)
2210359,São Lourenço do Piauí,PI,São Lourenço do Piauí (PI)
2210375,São Luis do Piauí,PI,São Luis do Piauí (PI)
2210383,São Miguel da Baixa Grande,PI,São Miguel da Baixa Grande (PI)
2210391,São Miguel do Fidalgo,PI,São Miguel do Fidalgo (PI)
2210409,São Miguel do Tapuio,PI,São Miguel do Tapuio (PI)
2210508,São Pedro do Piauí,PI,São Pedro do Piauí (PI)
2210607,São Raimundo Nonato,PI,São Raimundo Nonato (PI)
2210623,Sebastião Barros,PI,Sebastião Barros (PI)
2210631,Sebastião Leal,PI,Sebastião Leal (PI)
2210656,Sigefredo Pacheco,PI,Sigefredo Pacheco (PI)
2210706,Simões,PI,Simões (PI)
2210805,Simplício Mendes,PI,Simplício Mendes (PI)
2210904,Socorro do Piauí,PI,Socorro do Piauí (PI)
2210938,Sussuapara,PI,Sussuapara (PI)
2210953,Tamboril do Piauí,PI,Tamboril do Piauí (PI)
2210979,Tanque do Piauí,PI,Tanque do Piauí (PI)
2211001,Teresina,PI,Teresina (PI)
2211100,União,PI,União (PI)
2211209,Uruçuí,PI,Uruçuí (PI)
2211308,Valença do Piauí,PI,Valença do Piauí (PI)
2211357,Várzea Branca,PI,Várzea Branca (PI)
2211407,Várzea Grande,PI,Várzea Grande (PI)
2211506,Vera Mendes,PI,Vera Mendes (PI)
2211605,Vila Nova do Piauí,PI,Vila Nova do Piauí (PI)
2211704,Wall Ferraz,PI,Wall Ferraz (PI)
2300101,Abaiara,CE,Abaiara (CE)
2300150,Acarape,CE,Acarape (CE)
2300200,Acaraú,CE,Acaraú (CE)
2300309,Acopiara,CE,Acopiara (CE)
2300408,Aiuaba,CE,Aiuaba (CE)
2300507,Alcântaras,CE,Alcântaras (CE)
2300606,Altaneira,CE,Altaneira (CE)
2300705,Alto Santo,CE,Alto Santo (CE)
2300754,Amontada,CE,Amontada (CE)
2300804,Antonina do Norte,CE,Antonina do Norte (CE)
2300903,Apuiarés,CE,Apuiarés (CE)
2301000,Aquiraz,CE,Aquiraz (CE)
2301109,Aracati,CE,Aracati (CE)
2301208,Aracoiaba,CE,Aracoiaba (CE)
2301257,Ararendá,CE,Ararendá (CE)
2301307,Araripe,CE,Araripe (CE)
2301406,Aratuba,CE,Aratuba (CE)
2301505,Arneiroz,CE,Arneiroz (CE)
2301604,Assaré,CE,Assaré (CE)
2301703,Aurora,CE,Aurora (CE)
2301802,Baixio,CE,Baixio (CE)
2301851,Banabuiú,CE,Banabuiú (CE)
2301901,Barbalha,CE,Barbalha (CE)
2301950,Barreira,CE,Barreira (CE)
2302008,Barro,CE,Barro (CE)
2302057,Barroquinha,CE,Barroquinha (CE)
2302107,Baturité,CE,Baturité (CE)
2302206,Beberibe,CE,Beberibe (CE)
2302305,Bela Cruz,CE,Bela Cruz (CE)
2302404,Boa Viagem,CE,Boa Viagem (CE)
2302503,Brejo Santo,CE,Brejo Santo (CE)
2302602,Camocim,CE,Camocim (CE)
2302701,Campos Sales,CE,Campos Sales (CE)
2302800,Canindé,CE,Canindé (CE)
2302909,Capistrano,CE,Capistrano (CE)
2303006,Caridade,CE,Caridade (CE)
2303105,Cariré,CE,Cariré (CE)
2303204,Caririaçu,CE,Caririaçu (CE)
2303303,Cariús,CE,Cariús (CE)
2303402,Carnaubal,CE,Carnaubal (CE)
2303501,Cascavel,CE,Cascavel (CE)
2303600,Catarina,CE,Catarina (CE)
2303659,Catunda,CE,Catunda (CE)
2303709,Caucaia,CE,Caucaia (CE)
2303808,Cedro,CE,Cedro (CE)
2303907,Chaval,CE,Chaval (CE)
2303931,Choró,CE,Choró (CE)
2303956,Chorozinho,CE,Chorozinho (CE)
2304004,Coreaú,CE,Coreaú (CE)
2304103,Crateús,CE,Crateús (CE)
2304202,Crato,CE,Crato (CE)
2304236,Croatá,CE,Croatá (CE)
2304251,Cruz,CE,Cruz (CE)
2304269,Deputado Irapuan Pinheiro,CE,Deputado Irapuan Pinheiro (CE)
2304277,Ereré,CE,Ereré (CE)
2304285,Eusébio,CE,Eusébio (CE)
2304301,Farias Brito,CE,Farias Brito (CE)
2304350,Forquilha,CE,Forquilha (CE)
2304400,Fortaleza,CE,Fortaleza (CE)
2304459,Fortim,CE,Fortim (CE)
2304509,Frecheirinha,CE,Frecheirinha (CE)
2304608,General Sampaio,CE,General Sampaio (CE)
2304657,Graça,CE,Graça (CE)
2304707,Granja,CE,Granja (CE)
2304806,Granjeiro,CE,Granjeiro (CE)
2304905,Groaíras,CE,Groaíras (CE)
2304954,Guaiúba,CE,Guaiúba (CE)
2305001,Guaraciaba do Norte,CE,Guaraciaba do Norte (CE)
2305100,Guaramiranga,CE,Guaramiranga (CE)
2305209,Hidrolândia,CE,Hidrolândia (CE)
2305233,Horizonte,CE,Horizonte (CE)
2305266,Ibaretama,CE,Ibaretama (CE)
2305308,Ibiapina,CE,Ibiapina (CE)
2305332,Ibicuitinga,CE,Ibicuitinga (CE)
2305357,Icapuí,CE,Icapuí (CE)
2305407,Icó,CE,Icó (CE)
2305506,Iguatu,CE,Iguatu (CE)
2305605,Independência,CE,Independência (CE)
2305654,Ipaporanga,CE,Ipaporanga (CE)
2305704,Ipaumirim,CE,Ipaumirim (CE)
2305803,Ipu,CE,Ipu (CE)
2305902,Ipueiras,CE,Ipueiras (CE)
2306009,Iracema,CE,Iracema (CE)
2306108,Irauçuba,CE,Irauçuba (CE)
2306207,Itaiçaba,CE,Itaiçaba (CE)
2306256,Itaitinga,CE,Itaitinga (CE)
2306306,Itapajé,CE,Itapajé (CE)
2306405,Itapipoca,CE,Itapipoca (CE)
2306504,Itapiúna,CE,Itapiúna (CE)
2306553,Itarema,CE,Itarema (CE)
2306603,Itatira,CE,Itatira (CE)
2306702,Jaguaretama,CE,Jaguaretama (CE)
2306801,Jaguaribara,CE,Jaguaribara (CE)
2306900,Jaguaribe,CE,Jaguaribe (CE)
