codigo_escola;NO_ENTIDADE;codigo_municipio;rank_municipio;n_escolas_confiaveis_municipio;segmento_comercial;rede_propria_poliedro;enem_media_geral;qtd_participantes_enem;indice_infra;QT_MAT_MED;score_destaque;produto_alvo;enem_media_geral_2024;qtd_participantes_enem_2024;enem_media_2anos;delta_enem_2025_2024;cidade;UF;score_priorizacao_cidade;distrito;LATITUDE;LONGITUDE;cep;bairro;granularidade_geo;renda_mediana_responsavel;renda_categoria;sistema_ensino_identificado;confianca;ja_cliente_poliedro_qualquer_marca
53001290;COL COR JESU;5300108;30,0;117;Outras posições;False;630,4535135135135;37,0;5,0;184,0;0,729;Poliedro;632,1135714285714;28,0;631,1686153846154;-1,6600579150579051;Brasília;DF;0,9278;Brasília;-15,83820614;-47,91859562;70200750;ASA SUL;nao_aplicavel;3000,0;Média-Alta (R$ 3.000-4.999);próprio (Rede Sagrado / Instituto das Religiosas do Sagrado Coração de Maria);confirmado;False
31184349;COLEGIO LOSANGO DE UBA;3169901;2,0;4;Desafiante (2º-5º local);False;653,4424875621891;67,0;3,0;231,0;0,729;Poliedro;682,205925925926;54,0;666,2790633608815;-28,763438363736896;Ubá;MG;0,5515;Ubá;-21,119852;-42,9437942;36500067;CENTRO;nao_aplicavel;1500,0;Baixa (< R$ 1.800);Bernoulli;confirmado;False
52090388;CENTRO EDUCACIONAL IMPACTO LTDA- COLEGIO EXITO;5211909;2,0;4;Desafiante (2º-5º local);False;634,2524999999999;24,0;4,0;89,0;0,729;Poliedro;642,6913333333334;30,0;638,9407407407408;-8,438833333333491;Jataí;GO;0,6306;Jataí;;;75800017;CENTRO;nao_aplicavel;2000,0;Média (R$ 1.800-2.999);Sistema Bernoulli de Ensino;confirmado;False
32076363;COLEGIO LUSIADAS;3201308;1,0;7;Líder local;False;630,4070833333334;48,0;5,0;209,0;0,729;Poliedro;623,3861224489797;49,0;626,8604123711341;7,020960884353713;Cariacica;ES;0,302;Cariacica;-20,3403299;-40,3937743;29146040;CAMPO GRANDE;nao_aplicavel;2600,0;Média (R$ 1.800-2.999);Bernoulli;confirmado;False
41099605;ALIANCA CEI EF M;4109401;3,0;9;Desafiante (2º-5º local);False;625,8157142857143;56,0;5,0;230,0;0,729;Poliedro;651,2687272727272;55,0;638,4275675675675;-25,45301298701293;Guarapuava;PR;0,5944;Guarapuava;-25,39163167;-51,45694667;85065030;ALTO DA XV;nao_aplicavel;3000,0;Média-Alta (R$ 3.000-4.999);próprio (marca institucional Colégio Aliança);provavel_proprio;False
51072823;LAVOISIER CENTRO DE ENSINO;5107602;2,0;7;Desafiante (2º-5º local);False;655,3106666666666;20,0;2,0;77,0;0,729;Poliedro;;;655,3106666666666;;Rondonópolis;MT;0,6032;Rondonópolis;;;78740000;VILA AURORA I;nao_aplicavel;2224,0;Média (R$ 1.800-2.999);não identificado;nao_identificado;False
31006386;COLEGUIUM - UNIDADE JARAGUA;3106200;57,0;110;Outras posições;False;641,5607407407407;27,0;3,0;75,0;0,728;Poliedro;661,62;17,0;649,3109090909091;-20,059259259259303;Belo Horizonte;MG;0,9738;Belo Horizonte;-19,8643468;-43,948227;31255690;SANTA ROSA;nao_aplicavel;4000,0;Média-Alta (R$ 3.000-4.999);próprio (Coleguium Rede de Ensino);confirmado;False
53003659;COL MARISTA CHAMPAGNAT;5300108;31,0;117;Outras posições;False;630,1565020576131;81,0;5,0;323,0;0,728;Poliedro;627,1942288557215;67,0;628,815472972973;2,962273201891662;Brasília;DF;0,9278;Brasília;-15,8416218;-48,0492298;72015597;TAGUATINGA SUL;nao_aplicavel;3000,0;Média-Alta (R$ 3.000-4.999);Marista (FTD, rede fechada);confirmado;False
35113724;CIDADE DE PIRACICABA COLEGIO;3538709;5,0;25;Desafiante (2º-5º local);False;647,8616666666667;72,0;3,0;210,0;0,728;Poliedro;652,9807575757576;44,0;649,8033908045977;-5,1190909090909145;Piracicaba;SP;0,8238;Piracicaba;-22,7369247;-47,6416687;13419140;CIDADE ALTA;nao_aplicavel;3600,0;Média-Alta (R$ 3.000-4.999);não identificado;nao_identificado;False
41138430;BOM JESUS SAO JOSE DOS PINHAIS COL EDUC INFANTIL ENSINO FUNDAMENTAL E MEDIO;4125506;1,0;8;Líder local;False;639,4002150537634;62,0;4,0;235,0;0,727;Poliedro;648,0944117647059;68,0;643,9479487179487;-8,694196710942492;São José dos Pinhais;PR;0,4857;São José dos Pinhais;-25,54125395;-49,20295284;83005340;CENTRO;nao_aplicavel;4000,0;Média-Alta (R$ 3.000-4.999);próprio (rede confessional franciscana, Colégio Bom Jesus);confirmado;False
32010311;COLEGIO MARISTA;3201506;3,0;4;Desafiante (2º-5º local);False;633,7864864864864;37,0;4,0;159,0;0,727;Poliedro;613,0733333333334;30,0;624,5119402985075;20,71315315315303;Colatina;ES;0,4105;Colatina;-19,5404948;-40,6390369;29707075;MARISTA;nao_aplicavel;5000,0;Alta (≥ R$ 5.000);Marista (FTD, rede fechada);confirmado;False
31210595;COL QUELUZ DE MINAS;3118304;3,0;4;Desafiante (2º-5º local);False;647,672;10,0;3,0;18,0;0,727;Poliedro;626,2533333333333;15,0;634,8208;21,41866666666669;Conselheiro Lafaiete;MG;0,5695;Conselheiro Lafaiete;-20,667175;-43,7964986;36406094;CARIJÓS;nao_aplicavel;2000,0;Média (R$ 1.800-2.999);não identificado;nao_identificado;False
33098980;CENTRO EDUCACIONAL SANMARTIN PEREZ;3301900;1,0;11;Líder local;False;642,5017204301075;31,0;3,0;82,0;0,726;Poliedro;637,5018181818182;22,0;640,4262893081761;4,999902248289345;Itaboraí;RJ;0,3528;Itaboraí;-22,746352;-42,8759647;24812198;OUTEIRO DAS PEDRAS;nao_aplicavel;2000,0;Média (R$ 1.800-2.999);pH (Cogna/SOMOS);confirmado;False
15561313;CENTRO EDUCACIONAL COLEGIO MONTE CASTELO;1504208;4,0;9;Desafiante (2º-5º local);False;629,7657861635221;53,0;5,0;167,0;0,726;Poliedro;605,3021794871795;52,0;617,6504761904762;24,46360667634258;Marabá;PA;0,5206;Marabá;;;68503240;BELO HORIZONTE;nao_aplicavel;1300,0;Baixa (< R$ 1.800);próprio (marca institucional Colégio Monte Castelo);provavel_proprio;False
51027909;COLEGIO LA SALLE ATEC;5107958;3,0;4;Desafiante (2º-5º local);False;649,14;23,0;2,0;88,0;0,726;Poliedro;628,1266666666667;21,0;639,110909090909;21,01333333333332;Tangará da Serra;MT;0,5566;Tangará da Serra;-14,61400419;-57,49536315;78302020;PARQUE MANSOES;nao_aplicavel;3500,0;Média-Alta (R$ 3.000-4.999);próprio (Rede La Salle);confirmado;False
26095882;INSTITUTO SANTO INACIO DE LOIOLA;2616407;1,0;7;Líder local;False;642,1723999999999;50,0;3,0;164,0;0,726;Poliedro;635,9411764705883;34,0;639,650238095238;6,231223529411636;Vitória de Santo Antão;PE;0,2616;Vitória de Santo Antão;-8,10912809;-35,28756564;55610090;CAJÁ;nao_aplicavel;1212,0;Baixa (< R$ 1.800);Pitágoras (Cogna/SOMOS);confirmado;False
31354848;COLEGIO LOSANGO DE LAVRAS;3138203;5,0;8;Desafiante (2º-5º local);False;661,4272;25,0;2,0;66,0;0,726;Poliedro;672,9853846153845;26,0;667,3196078431373;-11,558184615384562;Lavras;MG;0,6994;Lavras;-21,2431554;-44,9922457;37202502;VILA BRASILIA;nao_aplicavel;2000,0;Média (R$ 1.800-2.999);próprio (Rede Losango);provavel_proprio;False
35105961;BEATISSIMA VIRGEM MARIA INSTITUTO DE EDUCACAO;3550308;64,0;516;Outras posições;False;625,3954545454545;44,0;5,0;146,0;0,726;Poliedro;597,7957142857142;28,0;614,6622222222221;27,599740259740315;São Paulo;SP;0,8116;Butantã;-23,6227451;-46,6880011;4703002;SANTO AMARO;distrito;5000,0;Alta (≥ R$ 5.000);Mary Ward (material institucional);confirmado;False
29486696;CENTRO EDUCACIONAL OPCAO;2933307;5,0;14;Desafiante (2º-5º local);False;639,0511111111111;21,0;4,0;84,0;0,726;Poliedro;610,045;36,0;620,731461988304;29,00611111111118;Vitória da Conquista;BA;0,5552;Vitória da Conquista;;;45020200;RECREIO DOS BANDEIRANTES;nao_aplicavel;1212,0;Baixa (< R$ 1.800);não identificado;nao_identificado;False
35155073;COLEGIO BATISTA BRASIL VILA MARIANA;3550308;65,0;516;Outras posições;False;637,64;13,0;4,0;51,0;0,726;Poliedro;607,058947368421;19,0;619,4824999999998;30,58105263157904;São Paulo;SP;0,8116;Vila Mariana;-23,58462666;-46,63896712;4015011;VILA MARIANA;distrito;9600,0;Alta (≥ R$ 5.000);não identificado;provavel_proprio;False
35121381;PRUDENTINA ESCOLA DE EDUCACAO BASICA;3541406;4,0;13;Desafiante (2º-5º local);False;647,4916384180791;59,0;3,0;198,0;0,726;Poliedro;666,5357692307692;52,0;656,4132132132132;-19,044130812690128;Presidente Prudente;SP;0,7561;Presidente Prudente;-22,1300065;-51,4092146;19061450;JARDIM ESPLANADA;nao_aplicavel;2300,0;Média (R$ 1.800-2.999);Anglo (Cogna/SOMOS);confirmado;False
41075927;COLEGIO ANGLO AMERICANO;4108304;2,0;12;Desafiante (2º-5º local);False;629,4648979591836;49,0;5,0;188,0;0,726;Poliedro;667,1969491525424;59,0;650,0777777777777;-37,73205119335876;Foz do Iguaçu;PR;0,633;Foz do Iguaçu;-25,49895062;-54,57466957;85868030;KLP;nao_aplicavel;2500,0;Média (R$ 1.800-2.999);Anglo (Cogna/SOMOS);confirmado;False
35801793;ANGLO ALANTE ARARAS 2;3503307;2,0;6;Desafiante (2º-5º local);False;667,910925925926;36,0;1,0;109,0;0,725;Poliedro;648,9135294117648;34,0;658,683619047619;18,99739651416121;Araras;SP;0,5864;Araras;-22,3557206;-47,3891254;13600061;CENTRO;nao_aplicavel;2400,0;Média (R$ 1.800-2.999);Anglo (Cogna/SOMOS);confirmado;False
35140673;INTEGRADO DE MOGI GUACU COLEGIO;3530706;3,0;9;Desafiante (2º-5º local);False;659,9258974358975;26,0;1,0;104,0;0,725;Poliedro;653,8329032258065;31,0;656,6121637426901;6,092994210090978;Mogi Guaçu;SP;0,596;Mogi Guaçu;-22,3711603;-46,934106;13840040;CENTRO;nao_aplicavel;2300,0;Média (R$ 1.800-2.999);não identificado;nao_identificado;False
31368342;COLEGUIUM - UNIDADE INTERNACIONAL BURITIS;3106200;58,0;110;Outras posições;False;633,3839639639639;37,0;4,0;94,0;0,725;Poliedro;657,548275862069;29,0;644,0016161616162;-24,164311898105097;Belo Horizonte;MG;0,9738;Belo Horizonte;-19,9620758;-43,9652463;30494225;ESTORIL;nao_aplicavel;5000,0;Alta (≥ R$ 5.000);próprio (Coleguium Rede de Ensino);confirmado;False
53005457;CENTRO DE ENSINO SANTA RITA DE CASSIA;5300108;32,0;117;Outras posições;False;634,6458536585366;41,0;4,0;155,0;0,725;Poliedro;614,1975163398693;51,0;623,3103623188406;20,448337318667317;Brasília;DF;0,9278;Brasília;-15,6427056;-47,8030718;73035090;SOBRADINHO;nao_aplicavel;3000,0;Média-Alta (R$ 3.000-4.999);próprio (marca institucional CESRC);provavel_proprio;False
35112537;PIO XII COLEGIO DE APLICACAO;3509502;13,0;47;Outras posições;False;629,295;20,0;5,0;57,0;0,725;Poliedro;638,9215384615384;13,0;633,0872727272726;-9,626538461538416;Campinas;SP;0,82;Campinas;-22,9099938;-47,0520598;13015191;CENTRO;nao_aplicavel;3000,0;Média-Alta (R$ 3.000-4.999);próprio (PUC-Campinas);confirmado;False
35367734;DOM BOSCO COLEGIO UNID III;3550308;66,0;516;Outras posições;False;638,8584;100,0;4,0;299,0;0,725;Poliedro;646,6222727272727;88,0;642,4925531914894;-7,763872727272769;São Paulo;SP;0,8116;Mandaqui;-23,4655086;-46,6349659;2415002;PARQUE MANDAQUI;distrito;3001,0;Média-Alta (R$ 3.000-4.999);não identificado;nao_identificado;False
24057193;COLEGIO OBJETIVO DE NATAL;2408102;16,0;48;Outras posições;False;625,0688888888889;18,0;5,0;51,0;0,725;Poliedro;585,05625;16,0;606,2394117647059;40,01263888888889;Natal;RN;0,8531;Natal;-5,817022;-35,20334;59056300;LAGOA NOVA;nao_aplicavel;5200,0;Alta (≥ R$ 5.000);Objetivo;confirmado;False
43219616;COLEGIO FLEMING CANOAS;4304606;4,0;10;Desafiante (2º-5º local);False;663,0533333333333;36,0;0,0;112,0;0,725;Poliedro;636,4857894736842;38,0;649,4105405405405;26,56754385964905;Canoas;RS;0,7184;Canoas;;;92010000;CENTRO;nao_aplicavel;5000,0;Alta (≥ R$ 5.000);próprio (Fleming Educação);confirmado;False
35152812;JANDYRA ANTUNES ROSA PROFESSORA COLEGIO;3526902;3,0;15;Desafiante (2º-5º local);False;629,2565217391304;23,0;5,0;85,0;0,724;Poliedro;641,0166666666667;18,0;634,4195121951219;-11,760144927536205;Limeira;SP;0,663;Limeira;-22,5568032;-47,4058862;13480771;CENTRO;nao_aplicavel;2300,0;Média (R$ 1.800-2.999);Plataforma AZ (Conexia Educação / Grupo SEB);confirmado;False
35102799;SAGRADO CORACAO DE JESUS COLEGIO;3550308;67,0;516;Outras posições;False;629,2380620155039;86,0;5,0;322,0;0,724;Poliedro;616,6334199134199;77,0;623,2837218813906;12,604642102084084;São Paulo;SP;0,8116;Perdizes;-23,5343954;-46,6842208;5020000;PERDIZES;distrito;8000,0;Alta (≥ R$ 5.000);próprio (Sagrado Rede de Educação);confirmado;False
33009783;INST DOM BOSCO;3301009;2,0;16;Desafiante (2º-5º local);False;624,8458823529411;17,0;5,0;72,0;0,724;Poliedro;632,5448;25,0;629,4285714285714;-7,69891764705892;Campos dos Goytacazes;RJ;0,6581;Campos dos Goytacazes;-21,76018322;-41,33902309;28035003;PARQUE TAMANDARÉ;nao_aplicavel;5000,0;Alta (≥ R$ 5.000);próprio (Rede Salesiana / Salesianos de Dom Bosco);confirmado;False
33199558;COLEGIO CENTRO DE ESTUDOS;3301009;3,0;16;Desafiante (2º-5º local);False;652,0584810126583;79,0;1,0;229,0;0,724;Poliedro;642,5784269662922;89,0;647,0363095238096;9,480054046366035;Campos dos Goytacazes;RJ;0,6581;Campos dos Goytacazes;;;28051202;PARQUE LEOPOLDINA;nao_aplicavel;2200,0;Média (R$ 1.800-2.999);próprio (Metodologia PB);provavel_proprio;False
35132214;OBJETIVO CENTRO INTERESCOLAR UNIDADE PAZ;3550308;68,0;516;Outras posições;False;647,1026490066225;151,0;3,0;495,0;0,724;Poliedro;632,9525386313466;151,0;640,0275938189844;14,150110375275972;São Paulo;SP;0,8116;Santo Amaro;-23,6324685;-46,6957475;4709110;SANTO AMARO;distrito;7500,0;Alta (≥ R$ 5.000);Objetivo;confirmado;False
23077549;COLEGIO 7 DE SETEMBRO;2304400;29,0;117;Outras posições;False;629,0909473684211;95,0;5,0;266,0;0,724;Poliedro;644,5633333333334;66,0;635,4336645962734;-15,472385964912291;Fortaleza;CE;0,8208;Fortaleza;-3,7326185;-38,5362295;60015052;FARIAS BRITO;nao_aplicavel;1800,0;Média (R$ 1.800-2.999);próprio (currículo IB, C7S);provavel_proprio;False
35101278;SAO JOSE COLEGIO AGOSTINIANO;3550308;69,0;516;Outras posições;False;653,7235598705502;206,0;2,0;760,0;0,723;Poliedro;651,1890748898679;227,0;652,3948575827561;2,5344849806822367;São Paulo;SP;0,8116;Belém;-23,5391957;-46,5848504;3060020;CHACARA TATUAPE;distrito;3800,0;Média-Alta (R$ 3.000-4.999);Poliedro;confirmado;True
26153050;COLEGIO LOGOS;2611606;24,0;76;Outras posições;False;641,895294117647;17,0;2,0;55,0;0,723;Poliedro;632,2766666666666;18,0;636,9485714285713;9,618627450980398;Recife;PE;0,9162;Recife;-8,093723;-34,91039;51170570;IMBIRIBEIRA;nao_aplicavel;1600,0;Baixa (< R$ 1.800);próprio (marca institucional Logos, material próprio);provavel_proprio;False
29182433;COLEGIO NOSSA SENHORA DA CONCEICAO;2927408;19,0;90;Outras posições;False;628,9367901234568;54,0;5,0;193,0;0,723;Poliedro;647,0143478260869;46,0;637,2524666666667;-18,077557702630088;Salvador;BA;0,7909;Salvador;-12,98533;-38,49509;40285000;BROTAS;nao_aplicavel;2500,0;Média (R$ 1.800-2.999);próprio (marca institucional CNSC);provavel_proprio;False
52094111;COLEGIO DELOS LTDA;5201405;1,0;17;Líder local;False;624,5886486486486;74,0;5,0;281,0;0,723;Poliedro;639,1043636363636;55,0;630,7775193798449;-14,515714987715;Aparecida de Goiânia;GO;0,464;Aparecida de Goiânia;-16,77583;-49,3373;74946540;JARDIM TROPICAL;nao_aplicavel;1600,0;Baixa (< R$ 1.800);próprio (marca institucional Colégio Delos);provavel_proprio;False
35456731;OBJETIVO CENTRO INTERESCOLAR UNIDADE IPIRANGA;3550308;70,0;516;Outras posições;False;646,605501618123;103,0;3,0;383,0;0,723;Poliedro;628,6849411764706;85,0;638,503120567376;17,920560441652356;São Paulo;SP;0,8116;Ipiranga;-23,58864;-46,6118;4266000;IPIRANGA;distrito;3900,0;Média-Alta (R$ 3.000-4.999);Objetivo;confirmado;False
43097782;COLEGIO NOTRE DAME;4314100;1,0;5;Líder local;False;624,5145833333333;64,0;5,0;343,0;0,722;Poliedro;618,4604519774011;59,0;621,6105691056911;6,054131355932213;Passo Fundo;RS;0,6524;Passo Fundo;-28,26397;-52,41301;99025003;CENTRO;nao_aplicavel;2500,0;Média (R$ 1.800-2.999);próprio (Rede de Educação Notre Dame);confirmado;False
23263741;CWD MAXIMUS COLEGIO;2304400;30,0;117;Outras posições;False;632,801875;32,0;4,0;118,0;0,722;Poliedro;630,2161111111111;36,0;631,4329411764706;2,5857638888888914;Fortaleza;CE;0,8208;Fortaleza;-3,736402;-38,55635;60450285;PARQUELÂNDIA;nao_aplicavel;2500,0;Média (R$ 1.800-2.999);próprio (marca institucional Colégio Maximus);provavel_proprio;False
22131027;COLEGIO PRO CAMPUS JUNIOR;2211001;21,0;52;Outras posições;False;636,9864285714285;28,0;4,0;29,0;0,722;Poliedro;641,460761904762;35,0;639,4721693121694;-4,474333333333448;Teresina;PI;0,7817;Teresina;-5,098562;-42,81274;64001090;CENTRO;nao_aplicavel;3000,0;Média-Alta (R$ 3.000-4.999);SAS (Arco Educação);confirmado;False
33135169;GRUPO FARIA BRITO - OFICINA DA CRIANCA;3304557;88,0;344;Outras posições;False;624,51;16,0;5,0;59,0;0,722;Poliedro;637,7013333333333;15,0;630,8929032258064;-13,191333333333318;Rio de Janeiro;RJ;0,8408;Rio de Janeiro;-23,00980199;-43,47821812;22790682;RECREIO DOS BANDEIRANTES;bairro;6000,0;Alta (≥ R$ 5.000);próprio (Colégio Faria Brito, marca própria);provavel_proprio;False
50015877;ESCOLA PRESBITERIANA ERASMO BRAGA;5003702;4,0;6;Desafiante (2º-5º local);False;628,7627868852459;61,0;5,0;288,0;0,722;Poliedro;650,668431372549;68,0;640,3099483204135;-21,905644487303107;Dourados;MS;0,6793;Dourados;-22,2262418;-54,8136467;79804020;JARDIM AMÉRICA;nao_aplicavel;2000,0;Média (R$ 1.800-2.999);próprio (rede confessional, Igreja Presbiteriana do Brasil);confirmado;False
35006190;COLEGIO PROGRESSO ITU;3523909;3,0;9;Desafiante (2º-5º local);False;658,6659999999999;20,0;1,0;78,0;0,722;Poliedro;654,0494736842105;19,0;656,4169230769231;4,616526315789429;Itu;SP;0,6792;Itu;-23,26903667;-47,29409833;13300143;CENTRO;nao_aplicavel;2200,0;Média (R$ 1.800-2.999);próprio (currículo IB, International Schools Partnership);provavel_proprio;False
31054135;COLEGIO FRANCISCANO IMACULADA CONCEICAO;3127701;3,0;7;Desafiante (2º-5º local);False;623,2280272108843;49,0;5,0;165,0;0,722;Poliedro;634,3532142857142;56,0;629,1614603174604;-11,12518707482991;Governador Valadares;MG;0,5588;Governador Valadares;-18,8551792;-41,9399412;35020610;ESPLANADA;nao_aplicavel;6000,0;Alta (≥ R$ 5.000);Bernoulli;confirmado;False
35159013;COLEGIO OBJETIVO DE RIO CLARO;3543907;2,0;8;Desafiante (2º-5º local);False;628,7387301587302;63,0;5,0;238,0;0,722;Poliedro;658,86;52,0;642,3587826086957;-30,12126984126985;Rio Claro;SP;0,608;Rio Claro;-22,4098245;-47,5799535;13503111;JARDIM SAO PAULO;nao_aplicavel;5000,0;Alta (≥ R$ 5.000);Objetivo;confirmado;False
29408148;COLEGIO MATISSE;2918001;2,0;4;Desafiante (2º-5º local);False;644,5497959183673;49,0;3,0;145,0;0,722;Poliedro;621,5611428571428;35,0;634,9711904761905;22,98865306122445;Jequié;BA;0,3958;Jequié;;;45200020;CENTRO;nao_aplicavel;1212,0;Baixa (< R$ 1.800);SAS (Arco Educação);confirmado;False
24285323;OVER COLEGIO E CURSO;2408102;17,0;48;Outras posições;False;653,249375;32,0;2,0;80,0;0,721;Poliedro;662,7194285714286;35,0;658,1964179104478;-9,470053571428592;Natal;RN;0,8531;Natal;-5,821636;-35,21496;59063360;LAGOA NOVA;nao_aplicavel;5200,0;Alta (≥ R$ 5.000);próprio (marca institucional Over);provavel_proprio;False
42080746;COLEGIO CONSUL CARLOS RENAUX;4202909;3,0;5;Desafiante (2º-5º local);False;628,6126388888889;48,0;5,0;269,0;0,721;Poliedro;660,3923655913978;62,0;646,5248484848486;-31,779726702508924;Brusque;SC;0,4669;Brusque;-27,09682086;-48,91692949;88350340;CENTRO I;nao_aplicavel;2600,0;Média (R$ 1.800-2.999);próprio (instituição comunitária sem fins lucrativos);provavel_proprio;False
41024397;PRO C-EM;4115200;1,0;21;Líder local;False;646,1441025641026;65,0;3,0;372,0;0,721;Poliedro;648,0794520547946;73,0;647,1678743961354;-1,9353494906920328;Maringá;PR;0,7882;Maringá;-23,40738688;-51,94752642;87020160;ZONA 07;nao_aplicavel;3000,0;Média-Alta (R$ 3.000-4.999);não identificado;nao_identificado;False
32038240;COLEGIO SAO JOSE;3205200;3,0;23;Desafiante (2º-5º local);False;624,3153846153847;26,0;5,0;101,0;0,721;Poliedro;627,8636363636364;22,0;625,9416666666667;-3,548251748251687;Vila Velha;ES;0,7846;Vila Velha;-20,3338679;-40,2933104;29100201;CENTRO DE VILA VELHA;nao_aplicavel;3000,0;Média-Alta (R$ 3.000-4.999);próprio (rede confessional vicentina, Colégio Vicentino São José);provavel_proprio;False
52020592;COLEGIO SAO FRANCISCO DE ASSIS;5201108;4,0;11;Desafiante (2º-5º local);False;624,198;20,0;5,0;90,0;0,72;Poliedro;622,5619047619048;21,0;623,36;1,6360952380952083;Anápolis;GO;0,6936;Anápolis;-16,3336744;-48,944496;75110810;JUNDIAÍ;nao_aplicavel;2000,0;Média (R$ 1.800-2.999);próprio (Rede Educacional Franciscana);confirmado;False
35140806;CANADA COLEGIO;3518800;7,0;57;Outras posições;False;645,7504166666666;48,0;3,0;145,0;0,72;Poliedro;664,7980740740741;45,0;654,9670250896057;-19,047657407407428;Guarulhos;SP;0,6077;Guarulhos;-23,4682181;-46,5479757;7051060;VILA SIRENA;nao_aplicavel;2300,0;Média (R$ 1.800-2.999);próprio (marca institucional Colégio Canadá);provavel_proprio;False
35161861;PROGRESSAO COLEGIO;3554102;4,0;15;Desafiante (2º-5º local);False;669,098947368421;76,0;0,0;255,0;0,72;Poliedro;662,3419819819819;74,0;665,7655111111111;6,756965386439106;Taubaté;SP;0,7911;Taubaté;-23,0243962;-45,5611055;12020200;CENTRO;nao_aplicavel;4000,0;Média-Alta (R$ 3.000-4.999);Poliedro;confirmado;True
17055962;COLEGIO PRESBITERIANO MACKENZIE PALMAS;1721000;4,0;14;Desafiante (2º-5º local);False;628,40125;16,0;5,0;113,0;0,72;Poliedro;617,9035087719298;19,0;622,7024761904762;10,497741228070254;Palmas;TO;0,7844;Palmas;-10,1874574;-48,3198396;77020500;PLANO DIRETOR SUL;nao_aplicavel;2148,5;Média (R$ 1.800-2.999);Mackenzie;confirmado;False
23071400;SANTA ISABEL COLEGIO;2304400;31,0;117;Outras posições;False;618,8852631578948;76,0;5,0;228,0;0,72;Poliedro;614,5691803278688;61,0;616,9635036496351;4,316082830025948;Fortaleza;CE;0,8208;Fortaleza;-3,735426;-38,5694822;60325002;PRESIDENTE KENNEDY;nao_aplicavel;1800,0;Média (R$ 1.800-2.999);próprio (Rede SMIC de Educação);confirmado;False
11049073;COLEGIO SAPIENS - UNIDADE INTENSIVO;1100205;3,0;13;Desafiante (2º-5º local);False;628,2610810810811;37,0;5,0;73,0;0,72;Poliedro;624,9125925925925;27,0;626,8484375;3,348488488488556;Porto Velho;RO;0,5531;Porto Velho;-8,7523242;-63,8683903;76820514;FLODOALDO PONTES PINTO;nao_aplicavel;3500,0;Média-Alta (R$ 3.000-4.999);próprio (Grupo Sapiens, proposta pedagógica autoral);provavel_proprio;False
35107773;SUICO BRASILEIRA SAO PAULO ESCOLA;3550308;71,0;516;Outras posições;False;628,2377777777779;36,0;5,0;166,0;0,72;Poliedro;627,6764705882352;34,0;627,965142857143;0,5613071895426174;São Paulo;SP;0,8116;Santo Amaro;-23,6468101;-46,6898194;4642000;JARDIM DOS ESTADOS;distrito;7500,0;Alta (≥ R$ 5.000);próprio (currículo IB, Escola Suíço-Brasileira);provavel_proprio;False
43043666;COLEGIO LA SALLE;4305108;5,0;12;Desafiante (2º-5º local);False;623,9843010752688;31,0;5,0;158,0;0,719;Poliedro;639,5266666666666;36,0;632,335422885572;-15,542365591397813;Caxias do Sul;RS;0,7797;Caxias do Sul;-29,17062;-51,19135;95020100;SÃO PELEGRINO;nao_aplicavel;4000,0;Média-Alta (R$ 3.000-4.999);próprio (Rede La Salle);confirmado;False
35175420;CRESCER DE JUNDIAI COLEGIO;3525904;8,0;31;Outras posições;False;628,105625;32,0;5,0;168,0;0,719;Poliedro;;;628,105625;;Jundiaí;SP;0,825;Jundiaí;-23,1882301;-46,8799831;13201065;CENTRO;nao_aplicavel;4500,0;Média-Alta (R$ 3.000-4.999);Sistema Anglo de Ensino (Anglo Crescer);confirmado;False
35118564;CASSIANO RICARDO COLEGIO;3554102;5,0;15;Desafiante (2º-5º local);False;645,4371929824562;76,0;3,0;238,0;0,719;Poliedro;653,0469387755102;49,0;648,4202133333333;-7,609745793054003;Taubaté;SP;0,7911;Taubaté;-23,0250151;-45,561389;12020220;CENTRO;nao_aplicavel;4000,0;Média-Alta (R$ 3.000-4.999);Sistema Anglo de Ensino (Anglo Taubaté);confirmado;False
42112796;ESCOLA AUTONOMIA;4205407;11,0;30;Outras posições;False;645,4151351351352;37,0;3,0;153,0;0,719;Poliedro;654,6369565217391;46,0;650,5260240963856;-9,221821386603892;Florianópolis;SC;0,9306;Florianópolis;-27,5937295;-48,4918872;88034600;ITACORUBI;nao_aplicavel;6000,0;Alta (≥ R$ 5.000);Poliedro;confirmado;True
32083343;SEB ESCOLAS DE ALTA PERFORMANCE S A;3205200;4,0;23;Desafiante (2º-5º local);False;631,7739215686274;102,0;4,0;372,0;0,719;Poliedro;619,7784511784512;99,0;625,8657048092869;11,995470390176251;Vila Velha;ES;0,7846;Vila Velha;-20,36380136;-40,30454937;29102903;COQUEIRAL DE ITAPARICA;nao_aplicavel;3000,0;Média-Alta (R$ 3.000-4.999);Plataforma AZ (Conexia Educação / Grupo SEB);confirmado;False
33088780;CENTRO EDUCACIONAL PEREIRA ROCHA;3304904;3,0;29;Desafiante (2º-5º local);False;633,2328571428571;28,0;4,0;31,0;0,719;Poliedro;;;633,2328571428571;;São Gonçalo;RJ;0,5133;São Gonçalo;-22,79951;-43,03905667;24461840;MUTUAGUAÇU;nao_aplicavel;1300,0;Baixa (< R$ 1.800);próprio (marca institucional Pereira Rocha);provavel_proprio;False
